"Pattern","RelativePath","LineNumber","Preview"
"BEGIN META SECTION","Engine/Plugins/Runtime/OpenXRHandTracking/Source/OpenXRHandTracking/Private/OpenXRHandTracking.h","117","// BEGIN META SECTION - CreateHandTracker Hooks"
"BEGIN META SECTION","Engine/Plugins/Runtime/XRBase/Source/XRBase/Private/DefaultXRCamera.cpp","11","// BEGIN META SECTION - PORT PICO LateLatching"
"BEGIN META SECTION","Engine/Plugins/Runtime/XRBase/Source/XRBase/Private/DefaultXRCamera.cpp","208","			// BEGIN META SECTION - PORT PICO LateLatching"
"BEGIN META SECTION","Engine/Plugins/Runtime/XRBase/Source/XRBase/Private/DefaultXRCamera.cpp","224","			// BEGIN META SECTION - PORT PICO LateLatching"
"BEGIN META SECTION","Engine/Plugins/Runtime/XRBase/Source/XRBase/Private/DefaultXRCamera.cpp","261","	// BEGIN META SECTION - PORT PICO LateLatching"
"BEGIN META SECTION","Engine/Plugins/Runtime/XRBase/Source/XRBase/Private/DefaultXRCamera.cpp","318","		// BEGIN META SECTION - PORT PICO LateLatching"
"BEGIN META SECTION","Engine/Plugins/Runtime/XRBase/Source/XRBase/Private/DefaultXRCamera.cpp","331","// BEGIN META SECTION - PORT PICO LateLatching"
"BEGIN META SECTION","Engine/Plugins/Runtime/XRBase/Source/XRBase/Private/XRCopyTexture.cpp","174","	// BEGIN META SECTION - OpenXR LDR Tonemap color space fix"
"BEGIN META SECTION","Engine/Plugins/Runtime/XRBase/Source/XRBase/Private/XRCopyTexture.cpp","188","// BEGIN META SECTION - Add XR Cubemap Support"
"BEGIN META SECTION","Engine/Plugins/Runtime/XRBase/Source/XRBase/Private/XRCopyTexture.cpp","233","// BEGIN META SECTION - Add XR Cubemap Support"
"BEGIN META SECTION","Engine/Plugins/Runtime/XRBase/Source/XRBase/Private/XRCopyTexture.cpp","359","// BEGIN META SECTION - Add XR Cubemap Support"
"BEGIN META SECTION","Engine/Plugins/Runtime/XRBase/Source/XRBase/Private/XRCopyTexture.cpp","420","// BEGIN META SECTION - Add XR Cubemap Support"
"BEGIN META SECTION","Engine/Plugins/Runtime/XRBase/Source/XRBase/Private/XRRenderTargetManager.cpp","12","// BEGIN META SECTION - Stereo Render Target Size"
"BEGIN META SECTION","Engine/Plugins/Runtime/XRBase/Source/XRBase/Private/XRRenderTargetManager.cpp","46","	// BEGIN META SECTION - Stereo Render Target Size"
"BEGIN META SECTION","Engine/Plugins/Runtime/XRBase/Source/XRBase/Public/DefaultXRCamera.h","85","	// BEGIN META SECTION - PORT PICO LateLatching"
"BEGIN META SECTION","Engine/Plugins/Runtime/XRBase/Source/XRBase/Public/XRRenderTargetManager.h","27","	// BEGIN META SECTION - Stereo Render Target Size"
"BEGIN META SECTION","Engine/Shaders/Private/BasePassPixelShader.usf","107","// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Shaders/Private/BasePassPixelShader.usf","2376","// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Shaders/Private/DeferredDecal.usf","66","// BEGIN META SECTION - Decal Rendering VS Compute Reduction"
"BEGIN META SECTION","Engine/Shaders/Private/DeferredDecal.usf","83","// BEGIN META SECTION - Decal Rendering VS Compute Reduction"
"BEGIN META SECTION","Engine/Shaders/Private/LightGridCommon.ush","190","// BEGIN META SECTION - LightGrid LightDataUBO"
"BEGIN META SECTION","Engine/Shaders/Private/LightGridCommon.ush","202","		// BEGIN META SECTION - LightGrid LightDataUBO"
"BEGIN META SECTION","Engine/Shaders/Private/MaterialTemplate.ush","3717","// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Shaders/Private/MobileBasePassPixelShader.usf","135","// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Shaders/Private/MobileBasePassPixelShader.usf","1344","// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Shaders/Private/MobileLightingCommon.ush","565","// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Shaders/Private/MobileLightingCommon.ush","596","// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Shaders/Private/MobileLightingCommon.ush","654","// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Shaders/Private/OculusShaders.usf","80","// BEGIN META SECTION - Add XR Cubemap Support"
"BEGIN META SECTION","Engine/Shaders/Private/PostProcessCompositePrimitives.usf","83","// BEGIN META SECTION - Debug Primitive Multiview Rendering"
"BEGIN META SECTION","Engine/Shaders/Private/PostProcessCompositePrimitives.usf","123","// BEGIN META SECTION - Debug Primitive Multiview Rendering"
"BEGIN META SECTION","Engine/Shaders/Private/PostProcessCompositePrimitives.usf","168","		// BEGIN META SECTION - Debug Primitive Multiview Rendering"
"BEGIN META SECTION","Engine/Shaders/Private/PostProcessCompositePrimitives.usf","271","			// BEGIN META SECTION - Debug Primitive Multiview Rendering"
"BEGIN META SECTION","Engine/Shaders/Private/PostProcessCompositePrimitives.usf","289","// BEGIN META SECTION - Debug Primitive Multiview Rendering"
"BEGIN META SECTION","Engine/Shaders/Private/PostProcessCompositePrimitives.usf","322","	// BEGIN META SECTION - Debug Primitive Multiview Rendering"
"BEGIN META SECTION","Engine/Shaders/Private/PostProcessCompositePrimitives.usf","334","	// BEGIN META SECTION - Debug Primitive Multiview Rendering"
"BEGIN META SECTION","Engine/Shaders/Private/PostProcessCompositePrimitives.usf","367","// BEGIN META SECTION - Debug Primitive Multiview Rendering"
"BEGIN META SECTION","Engine/Shaders/Private/PostProcessCompositePrimitives.usf","390","	// BEGIN META SECTION - Debug Primitive Multiview Rendering"
"BEGIN META SECTION","Engine/Shaders/Private/PostProcessCompositePrimitives.usf","410","		// BEGIN META SECTION - Debug Primitive Multiview Rendering"
"BEGIN META SECTION","Engine/Shaders/Private/PostProcessCompositePrimitives.usf","438","			// BEGIN META SECTION - Debug Primitive Multiview Rendering"
"BEGIN META SECTION","Engine/Shaders/Private/PostProcessCompositePrimitives.usf","482","		// BEGIN META SECTION - Debug Primitive Multiview Rendering"
"BEGIN META SECTION","Engine/Shaders/Private/PostProcessTonemap.usf","664","// BEGIN META SECTION - Tonemap Subpass Depth Resolve"
"BEGIN META SECTION","Engine/Shaders/Private/PostProcessTonemap.usf","700","// BEGIN META SECTION - Tonemap Subpass Depth Resolve"
"BEGIN META SECTION","Engine/Shaders/Private/PostProcessTonemap.usf","723","// BEGIN META SECTION - Tonemap Subpass Depth Resolve"
"BEGIN META SECTION","Engine/Shaders/Private/SceneTexturesCommon.ush","299","// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Shaders/Private/SimpleElementVertexShader.usf","13","// BEGIN META SECTION - Multiview Debug Primitives"
"BEGIN META SECTION","Engine/Shaders/Private/SimpleElementVertexShader.usf","26","// BEGIN META SECTION - Multiview Debug Primitives"
"BEGIN META SECTION","Engine/Shaders/Private/SimpleElementVertexShader.usf","37","// BEGIN META SECTION - Multiview Debug Primitives"
"BEGIN META SECTION","Engine/Source/Developer/Android/AndroidPlatformEditor/Private/AndroidTargetSettingsCustomization.cpp","433","// BEGIN META SECTION - Meta Quest Android device support"
"BEGIN META SECTION","Engine/Source/Developer/Android/AndroidPlatformEditor/Private/AndroidTargetSettingsCustomization.cpp","481","		// BEGIN META SECTION - Meta Quest Android device support"
"BEGIN META SECTION","Engine/Source/Developer/VulkanShaderFormat/Private/SpirVShaderCompiler.inl","9","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Developer/VulkanShaderFormat/Private/SpirVShaderCompiler.inl","24","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Developer/VulkanShaderFormat/Private/SpirVShaderCompiler.inl","48","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Developer/VulkanShaderFormat/Private/SpirVShaderCompiler.inl","280","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Developer/VulkanShaderFormat/Private/SpirVShaderCompiler.inl","441","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Developer/VulkanShaderFormat/Private/SpirVShaderCompiler.inl","490","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Developer/VulkanShaderFormat/Private/SpirVShaderCompiler.inl","610","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Developer/VulkanShaderFormat/Private/SpirVShaderCompiler.inl","774","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Developer/VulkanShaderFormat/Private/SpirVShaderCompiler.inl","917","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Developer/VulkanShaderFormat/Private/SpirVShaderCompiler.inl","1005","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Developer/VulkanShaderFormat/Private/SpirVShaderCompiler.inl","1084","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Developer/VulkanShaderFormat/Private/SpirVShaderCompiler.inl","1106","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Developer/VulkanShaderFormat/Private/SpirVShaderCompiler.inl","1239","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Developer/VulkanShaderFormat/Private/SpirVShaderCompiler.inl","1249","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Developer/VulkanShaderFormat/Private/SpirVShaderCompiler.inl","1290","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Developer/VulkanShaderFormat/Private/SpirVShaderCompiler.inl","1299","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Developer/VulkanShaderFormat/Private/SpirVShaderCompiler.inl","1506","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Developer/VulkanShaderFormat/Private/VulkanShaderFormat.cpp","32","// BEGIN META SECTION -- Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Developer/VulkanShaderFormat/VulkanShaderFormat.Build.cs","38","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Editor/UnrealEd/Classes/Settings/LevelEditorPlaySettings.h","423","	// BEGIN META SECTION - VR MultiPlayer"
"BEGIN META SECTION","Engine/Source/Editor/UnrealEd/Classes/Settings/LevelEditorPlaySettings.h","541","	// BEGIN META SECTION - VR MultiPlayer"
"BEGIN META SECTION","Engine/Source/Editor/UnrealEd/Private/PlayLevel.cpp","1858","		// BEGIN META SECTION - VR MultiPlayer"
"BEGIN META SECTION","Engine/Source/Editor/UnrealEd/Private/PlayLevel.cpp","3645","		// BEGIN META SECTION - VR MultiPlayer"
"BEGIN META SECTION","Engine/Source/Editor/UnrealEd/Private/PlayLevelNewProcess.cpp","196","			// BEGIN META SECTION - VR MultiPlayer"
"BEGIN META SECTION","Engine/Source/Editor/UnrealEd/Private/PlayLevelNewProcess.cpp","215","	// BEGIN META SECTION - VR MultiPlayer"
"BEGIN META SECTION","Engine/Source/Programs/AutomationTool/Android/AndroidPlatform.Automation.cs","2730","					// BEGIN META SECTION - Iterative Cook-on-the-Fly"
"BEGIN META SECTION","Engine/Source/Programs/AutomationTool/Android/AndroidPlatform.Automation.cs","2742","					// BEGIN META SECTION - Iterative Cook-on-the-Fly"
"BEGIN META SECTION","Engine/Source/Programs/AutomationTool/Android/AndroidPlatform.Automation.cs","2909","					// BEGIN META SECTION - Iterative Cook-on-the-Fly"
"BEGIN META SECTION","Engine/Source/Programs/AutomationTool/Android/AndroidPlatform.Automation.cs","2932","					// BEGIN META SECTION - Iterative Cook-on-the-Fly"
"BEGIN META SECTION","Engine/Source/Programs/AutomationTool/Android/AndroidPlatform.Automation.cs","2936","					// BEGIN META SECTION - Iterative Cook-on-the-Fly"
"BEGIN META SECTION","Engine/Source/Programs/AutomationTool/Android/AndroidPlatform.Automation.cs","3319","				// BEGIN META SECTION - Iterative Cook-on-the-Fly"
"BEGIN META SECTION","Engine/Source/Programs/AutomationTool/Android/AndroidPlatform.Automation.cs","3417","					// BEGIN META SECTION - Iterative Cook-on-the-Fly"
"BEGIN META SECTION","Engine/Source/Programs/AutomationTool/Android/AndroidPlatform.Automation.cs","3441","					// BEGIN META SECTION - Iterative Cook-on-the-Fly"
"BEGIN META SECTION","Engine/Source/Programs/AutomationTool/Android/AndroidPlatform.Automation.cs","3445","					// BEGIN META SECTION - Iterative Cook-on-the-Fly"
"BEGIN META SECTION","Engine/Source/Programs/AutomationTool/AutomationTool.csproj","92","    <!-- BEGIN META SECTION: Upgrade Magick package -->"
"BEGIN META SECTION","Engine/Source/Programs/AutomationTool/AutomationUtils/AutomationUtils.Automation.csproj","67","    <!-- BEGIN META SECTION: Upgrade Magick package -->"
"BEGIN META SECTION","Engine/Source/Programs/AutomationTool/AutomationUtils/ProjectParams.cs","2557","			// BEGIN META SECTION - Iterative Cook-on-the-Fly"
"BEGIN META SECTION","Engine/Source/Programs/AutomationTool/Gauntlet/Gauntlet.Automation.csproj","77","    <!-- BEGIN META SECTION: Upgrade Magick package -->"
"BEGIN META SECTION","Engine/Source/Programs/UnrealBuildTool/Platform/Android/UEDeployAndroid.cs","3176","				// BEGIN META SECTION - Remove more permissions that don't relate to Quest apps"
"BEGIN META SECTION","Engine/Source/Programs/UnrealBuildTool/Platform/Android/UEDeployAndroid.cs","3194","				// BEGIN META SECTION - Remove more permissions that don't relate to Quest apps"
"BEGIN META SECTION","Engine/Source/Programs/UnrealBuildTool/Platform/Android/UEDeployAndroid.cs","3837","// BEGIN META SECTION - Bypass gradle packaging fix"
"BEGIN META SECTION","Engine/Source/Programs/UnrealBuildTool/Platform/Android/UEDeployAndroid.cs","4679","				// BEGIN META SECTION - Iterative Cook-on-the-Fly"
"BEGIN META SECTION","Engine/Source/Programs/UnrealBuildTool/Platform/Android/UEDeployAndroid.cs","4698","				// BEGIN META SECTION - Iterative Cook-on-the-Fly"
"BEGIN META SECTION","Engine/Source/Programs/UnrealBuildTool/Platform/Android/UEDeployAndroid.cs","4941","					// BEGIN META SECTION - Bypass gradle packaging fix"
"BEGIN META SECTION","Engine/Source/Programs/UnrealBuildTool/Platform/Android/UEDeployAndroid.cs","4960","// BEGIN META SECTION - Bypass gradle packaging fix"
"BEGIN META SECTION","Engine/Source/Programs/UnrealBuildTool/Platform/Android/UEDeployAndroid.cs","4972","// BEGIN META SECTION - Bypass gradle packaging fix"
"BEGIN META SECTION","Engine/Source/Programs/UnrealBuildTool/Platform/Android/UEDeployAndroid.cs","6093","		// BEGIN META SECTION - Iterative Cook-on-the-Fly"
"BEGIN META SECTION","Engine/Source/Programs/UnrealBuildTool/System/PluginReferenceDescriptor.cs","289","			// BEGIN META SECTION - Read additional member to allow plugins "
"BEGIN META SECTION","Engine/Source/Runtime/ApplicationCore/Private/Android/AndroidApplication.cpp","36","// BEGIN META SECTION - Disable Orientation Polling"
"BEGIN META SECTION","Engine/Source/Runtime/ApplicationCore/Private/Android/AndroidApplication.cpp","119","	// BEGIN META SECTION - Disable Orientation Polling"
"BEGIN META SECTION","Engine/Source/Runtime/Core/Core.Build.cs","185","				// BEGIN META SECTION - Perfetto support"
"BEGIN META SECTION","Engine/Source/Runtime/Core/Private/Android/AndroidPlatformMisc.cpp","131","// BEGIN META SECTION - Perfetto support"
"BEGIN META SECTION","Engine/Source/Runtime/Core/Private/Android/AndroidPlatformMisc.cpp","626","// BEGIN META SECTION - Perfetto support"
"BEGIN META SECTION","Engine/Source/Runtime/Core/Private/Android/AndroidPlatformMisc.cpp","2550","// BEGIN META SECTION - Perfetto support"
"BEGIN META SECTION","Engine/Source/Runtime/Core/Private/HAL/ConsoleManager.cpp","3677","// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Core/Private/HAL/ConsoleManager.cpp","3786","// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Core/Private/HAL/ConsoleManager.cpp","3813","// BEGIN META SECTION - LightGrid LightDataUBO"
"BEGIN META SECTION","Engine/Source/Runtime/Core/Private/HAL/ConsoleManager.cpp","4458","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/Core/Public/Android/AndroidPlatformMisc.h","257","	// BEGIN META SECTION - Perfetto support"
"OCULUS_BRANCH","Engine/Source/Runtime/Core/Public/Misc/Build.h","535","#ifndef WITH_OCULUS_BRANCH"
"WITH_OCULUS_BRANCH","Engine/Source/Runtime/Core/Public/Misc/Build.h","535","#ifndef WITH_OCULUS_BRANCH"
"OCULUS_BRANCH","Engine/Source/Runtime/Core/Public/Misc/Build.h","536","	#define WITH_OCULUS_BRANCH 1"
"WITH_OCULUS_BRANCH","Engine/Source/Runtime/Core/Public/Misc/Build.h","536","	#define WITH_OCULUS_BRANCH 1"
"BEGIN META SECTION","Engine/Source/Runtime/D3D12RHI/Private/D3D12Texture.cpp","2720","// BEGIN META SECTION - Add XR Cubemap Support"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Classes/Engine/AssetUserData.h","35","	// BEGIN META SECTION - Software Occlusion"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Classes/Engine/InstancedStaticMesh.h","528","	// BEGIN META SECTION - Software Occlusion"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Classes/Engine/RendererSettings.h","345","	// BEGIN META SECTION - Software Occlusion"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Classes/Engine/RendererSettings.h","1154","	// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Classes/Engine/RendererSettings.h","1162","	// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Classes/Engine/RendererSettings.h","1390","	// BEGIN META SECTION - LightGrid LightDataUBO"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Classes/Engine/RendererSettings.h","1400","	// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Private/BatchedElements.cpp","822","		// BEGIN META SECTION - Multiview Debug Primitives"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Private/CubemapUnwrapUtils.cpp","137","	// BEGIN META SECTION - Multiview Debug Primitives"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Private/GameEngine.cpp","503","// BEGIN META SECTION - VR MultiPlayer"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Private/GameEngine.cpp","529","// BEGIN META SECTION - VR MultiPlayer"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Private/InstancedStaticMesh.cpp","868","	// BEGIN META SECTION - Android Preview GPU Scene workaround"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Private/InstancedStaticMesh.cpp","2124","// BEGIN META SECTION - Software Occlusion"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Private/LegacyScreenPercentageDriver.cpp","339","	// BEGIN META SECTION - VR ScreenPercentage Fix"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Private/LocalPlayer.cpp","71","// BEGIN META SECTION - Far Culling Distance"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Private/LocalPlayer.cpp","839","	// BEGIN META SECTION - Far Culling Distance"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Private/Materials/HLSLMaterialTranslator.cpp","8364","// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Private/Materials/HLSLMaterialTranslator.cpp","16838","	// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Private/Materials/HLSLMaterialTranslator.h","1078","	// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Private/Materials/Material.cpp","1095","	// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Private/Materials/MaterialExpressions.cpp","220","// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Private/Materials/MaterialExpressions.cpp","10590","// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Private/Materials/MaterialShared.cpp","2223","// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Private/RendererSettings.cpp","432","		// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Private/SceneUtils.cpp","52","// BEGIN META SECTION 5.5 intead of checking bMultiViewRendering == true to turn on tonemap subpass, we should just check IsMobileHDR, HDR = TonemapSubpass on."
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Private/SceneUtils.cpp","57","	// BEGIN META SECTION - LDR Tonemap Subpass + 5.5 bMultiViewRendering does not always use TonemapSubpass (aka LDR w/o tonemap ). so checking IsMobileHDR() instead"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Private/SceneView.cpp","780","		// BEGIN META SECTION - Far Culling Distance"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Private/SceneView.cpp","897","	// BEGIN META SECTION - Far Culling Distance"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Private/SceneView.cpp","950","		// BEGIN META SECTION - OpenXR AppSpaceWarp"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Private/SceneView.cpp","3004","	// BEGIN META SECTION - PORT PICO LateLatching"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Private/ShaderCompiler/ShaderCompiler.cpp","3661","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Private/SimpleElementShaders.cpp","29","	// BEGIN META SECTION - Multiview Debug Primitives"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Private/SimpleElementShaders.cpp","37","// BEGIN META SECTION - Multiview Debug Primitives"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Private/SkeletalMesh.cpp","5300","	// BEGIN META SECTION - Software Occlusion"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Private/SkeletalMeshSceneProxy.cpp","255","	// BEGIN META SECTION - Software Occlusion"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Private/Slate/SceneViewport.cpp","1795","							// BEGIN META SECTION - Stereo Render Target Size"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Private/Slate/SceneViewport.cpp","2086","			// BEGIN META SECTION - Stereo Render Target Size"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Private/StaticMesh.cpp","6854","	// BEGIN META SECTION - Software Occlusion"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Private/StaticMesh.cpp","7381","			// BEGIN META SECTION - Software Occlusion"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Private/StaticMeshSceneProxy.cpp","404","	// BEGIN META SECTION - Software Occlusion"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Private/UnrealEngine.cpp","4176","	// BEGIN META SECTION - Stereo Render Target Size"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Private/UnrealEngine.cpp","13067","			// BEGIN META SECTION - Canvas/StereoLayer Creation When No Debug Text "
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Public/CanvasRender.h","19","				// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Public/MaterialCompiler.h","471","	// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Public/MaterialCompiler.h","1044","	// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Public/Materials/Material.h","1020","	// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Public/MaterialShared.h","2315","	// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Public/MaterialShared.h","3065","	// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Public/PrimitiveSceneProxy.h","1172","	// BEGIN META SECTION - Software Occlusion"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Public/SceneInterface.h","565","// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Public/SceneView.h","247","	// BEGIN META SECTION - Far Culling Distance"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Public/SceneView.h","303","		// BEGIN META SECTION - Far Culling Distance"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Public/SceneView.h","1432","	// BEGIN META SECTION - PORT PICO LateLatching"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Public/SceneView.h","1565","	// BEGIN META SECTION - Far Culling Distance"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Public/SceneView.h","2381","	// BEGIN META SECTION - PORT PICO LateLatching"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Public/SceneView.h","2411","	// BEGIN META SECTION - OpenXR AppSpaceWarp"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Public/SceneViewExtension.h","229","	// BEGIN META SECTION - PORT PICO LateLatching"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Public/SimpleElementShaders.h","31","	// BEGIN META SECTION - Multiview Debug Primitives"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Public/SkeletalMeshSceneProxy.h","135","	// BEGIN META SECTION - Software Occlusion"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Public/SkeletalMeshSceneProxy.h","144","	// BEGIN META SECTION - Software Occlusion"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Public/StaticMeshSceneProxy.h","99","	// BEGIN META SECTION - Software Occlusion"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Public/StaticMeshSceneProxy.h","271","	// BEGIN META SECTION - Software Occlusion"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Public/StereoRendering.h","157","	// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Public/StereoRenderTargetManager.h","11","// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Public/StereoRenderTargetManager.h","48","	// BEGIN META SECTION - Stereo Render Target Size"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Public/StereoRenderTargetManager.h","146","	// BEGIN META SECTION - OpenXR AppSpaceWarp"
"BEGIN META SECTION","Engine/Source/Runtime/Engine/Public/StereoRenderTargetManager.h","185","	// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/HeadMountedDisplay/Private/LateUpdateManager.cpp","50","	// BEGIN META SECTION - PORT PICO LateLatching"
"BEGIN META SECTION","Engine/Source/Runtime/HeadMountedDisplay/Private/LateUpdateManager.cpp","84","			// BEGIN META SECTION - PORT PICO LateLatching"
"BEGIN META SECTION","Engine/Source/Runtime/HeadMountedDisplay/Private/MotionControllerComponent.cpp","475","// BEGIN META SECTION - PORT PICO LateLatching"
"BEGIN META SECTION","Engine/Source/Runtime/HeadMountedDisplay/Public/IHeadMountedDisplay.h","100","	// BEGIN META SECTION - OpenXR Native Environment Depth"
