"Pattern","RelativePath","LineNumber","Preview"
"BEGIN META SECTION","Engine/Source/Runtime/HeadMountedDisplay/Public/IXRTrackingSystem.h","65","	// BEGIN META SECTION - OpenXR Native Environment Depth"
"BEGIN META SECTION","Engine/Source/Runtime/HeadMountedDisplay/Public/IXRTrackingSystem.h","90","	// BEGIN META SECTION - PORT PICO LateLatching"
"BEGIN META SECTION","Engine/Source/Runtime/HeadMountedDisplay/Public/MotionControllerComponent.h","152","		// BEGIN META SECTION - PORT PICO LateLatching"
"BEGIN META SECTION","Engine/Source/Runtime/Projects/Private/PluginReferenceDescriptor.cpp","157","	// BEGIN META SECTION - Read additional member to allow plugins "
"BEGIN META SECTION","Engine/Source/Runtime/RenderCore/Private/OculusShaders.cpp","10","// BEGIN META SECTION - Add XR Cubemap Support"
"BEGIN META SECTION","Engine/Source/Runtime/RenderCore/Private/RenderGraphBuilder.cpp","3480","	// BEGIN META SECTION - PORT PICO LateLatching"
"BEGIN META SECTION","Engine/Source/Runtime/RenderCore/Private/RenderGraphPass.cpp","108","	// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/RenderCore/Private/RenderUtils.cpp","572","// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/RenderCore/Private/RenderUtils.cpp","592","// BEGIN META SECTION - LightGrid LightDataUBO"
"BEGIN META SECTION","Engine/Source/Runtime/RenderCore/Private/RenderUtils.cpp","1621","		// BEGIN META SECTION - Android Preview GPU Scene workaround"
"BEGIN META SECTION","Engine/Source/Runtime/RenderCore/Private/RenderUtils.cpp","1639","	// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/RenderCore/Private/Shader.cpp","1678","// BEGIN META SECTION - Emulated Uniform Buffers"
"BEGIN META SECTION","Engine/Source/Runtime/RenderCore/Private/Shader.cpp","1833","	// BEGIN META SECTION - LightGrid LightDataUBO"
"BEGIN META SECTION","Engine/Source/Runtime/RenderCore/Public/OculusShaders.h","97","// BEGIN META SECTION - Add XR Cubemap Support"
"BEGIN META SECTION","Engine/Source/Runtime/RenderCore/Public/PixelShaderUtils.h","98","		// BEGIN META SECTION - Multi-View Per View Viewports"
"BEGIN META SECTION","Engine/Source/Runtime/RenderCore/Public/RenderGraphBuilder.h","48","// BEGIN META SECTION - PORT PICO LateLatching"
"BEGIN META SECTION","Engine/Source/Runtime/RenderCore/Public/RenderGraphBuilder.h","440","	// BEGIN META SECTION - PORT PICO LateLatching"
"BEGIN META SECTION","Engine/Source/Runtime/RenderCore/Public/RenderGraphDefinitions.h","156","	// BEGIN META SECTION - PORT PICO LateLatching"
"BEGIN META SECTION","Engine/Source/Runtime/RenderCore/Public/RenderUtils.h","147","// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/RenderCore/Public/RenderUtils.h","321","// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/RenderCore/Public/RenderUtils.h","329","// BEGIN META SECTION - LightGrid LightDataUBO"
"BEGIN META SECTION","Engine/Source/Runtime/RenderCore/Public/ShaderParameterMacros.h","773","	// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/RenderCore/Public/ShaderParameterMacros.h","877","// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Internal/SceneTextures.h","158","	// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Internal/SceneTextures.h","167","	// BEGIN META SECTION - HDR FDM"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/BasePassRendering.cpp","132","// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/BasePassRendering.cpp","178","	// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/BasePassRendering.cpp","566","// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/BasePassRendering.cpp","573","		// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/BasePassRendering.cpp","594","		// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/BasePassRendering.cpp","603","		// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/BasePassRendering.cpp","613","			// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/BasePassRendering.cpp","622","			// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/BasePassRendering.cpp","635","	// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/BasePassRendering.cpp","658","		// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/BasePassRendering.cpp","688","	// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/BasePassRendering.cpp","703","	// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/BasePassRendering.cpp","879","	// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/BasePassRendering.cpp","1792","	// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/BasePassRendering.cpp","1804","		// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/BasePassRendering.cpp","1951","	// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/BasePassRendering.cpp","1963","		// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/BasePassRendering.h","41","// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/BasePassRendering.h","73","// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/BasePassRendering.h","98","	// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/BasePassRendering.h","639","// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/BasePassRendering.h","680","		// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/BasePassRendering.h","726","		// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/BasePassRendering.h","743","// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/BasePassRendering.h","840"," // BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/BasePassRendering.h","897","	// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/BasePassRendering.h","920","		// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/BasePassRendering.h","950","	// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/CompositionLighting/PostProcessDeferredDecals.cpp","256","		// BEGIN META SECTION - ViewAspects"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/CompositionLighting/PostProcessDeferredDecals.cpp","350","// BEGIN META SECTION - Decal Rendering VS Compute Reduction"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/CompositionLighting/PostProcessDeferredDecals.cpp","393","// BEGIN META SECTION - Decal Rendering VS Compute Reduction"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/CompositionLighting/PostProcessDeferredDecals.cpp","714","				// BEGIN META SECTION - Decal Rendering VS Compute Reduction"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/CompositionLighting/PostProcessDeferredDecals.cpp","732","					// BEGIN META SECTION - Decal Rendering VS Compute Reduction"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/CompositionLighting/PostProcessDeferredDecals.cpp","760","				// BEGIN META SECTION - Decal Rendering VS Compute Reduction"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/DebugViewModeRendering.cpp","451","			// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/DebugViewModeRendering.cpp","479","			// BEGIN META SECTION - XR Soft Occlusions, Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/DecalRenderingShared.cpp","155","// BEGIN META SECTION - Decal Rendering VS Compute Reduction"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/DecalRenderingShared.cpp","157","// BEGIN META SECTION - Decal Rendering VS Compute Reduction"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/DecalRenderingShared.cpp","556","		// BEGIN META SECTION - Decal Rendering VS Compute Reduction"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/DecalRenderingShared.cpp","662","	// BEGIN META SECTION - Decal Rendering VS Compute Reduction"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/DecalRenderingShared.cpp","682","			// BEGIN META SECTION - Decal Rendering VS Compute Reduction"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/DecalRenderingShared.cpp","703","// BEGIN META SECTION - Decal Rendering VS Compute Reduction"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/DecalRenderingShared.cpp","717","			// BEGIN META SECTION - Decal Rendering VS Compute Reduction"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/DecalRenderingShared.h","152","	// BEGIN META SECTION - Decal Rendering VS Compute Reduction"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/DecalRenderingShared.h","161","	// BEGIN META SECTION - Decal Rendering VS Compute Reduction"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/EditorPrimitivesRendering.cpp","80","		// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/EditorPrimitivesRendering.cpp","136","	// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/EditorPrimitivesRendering.cpp","139","	// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/EditorPrimitivesRendering.cpp","149","		// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/EditorPrimitivesRendering.cpp","152","		// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/LightGridInjection.cpp","256","// BEGIN META SECTION - LightGrid LightDataUBO"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/LightGridInjection.cpp","269","// BEGIN META SECTION - LightGrid LightDataUBO"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/LightGridInjection.cpp","499","// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/LightGridInjection.cpp","616","	// BEGIN META SECTION - LightGrid NOLightGridIfNoLight"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/LightGridInjection.cpp","710","	// BEGIN META SECTION - LightGrid NOLightGridIfNoLight"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/LightGridInjection.cpp","809","	// BEGIN META SECTION - LightGrid NOLightGridIfNoLight"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/LightGridInjection.cpp","1003","							// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/LightGridInjection.cpp","1339","		// BEGIN META SECTION - LightGrid LightDataUBO"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/LightGridInjection.cpp","1409","				// BEGIN META SECTION - LightGrid NOLightGridIfNoLight"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/LightGridInjection.cpp","1454","			// BEGIN META SECTION - LightGrid NOLightGridIfNoLight"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePass.cpp","21","// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePass.cpp","122","// BEGIN META SECTION - XR Soft Occlusions, Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePass.cpp","139","	// BEGIN META SECTION - XR Soft Occlusions, Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePass.cpp","163","// BEGIN META SECTION - XR Soft Occlusions, Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePass.cpp","199","// BEGIN META SECTION - XR Soft Occlusions, Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePass.cpp","236","// BEGIN META SECTION - XR Soft Occlusions, Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePass.cpp","269","	// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePass.cpp","272","	// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePass.cpp","287","	// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePass.cpp","321","				// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePass.cpp","335","				// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePass.cpp","338","				// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePass.cpp","352","				// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePass.cpp","786","// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePass.cpp","934","	// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePass.cpp","1064","	// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePass.cpp","1074","			// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePass.cpp","1084","	// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePass.cpp","1091","		// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePass.cpp","1094","		// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePass.cpp","1173","	// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePass.cpp","1186","	// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePass.cpp","1193","		// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePass.cpp","1196","		// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePass.cpp","1329","	// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePassRendering.cpp","157","// BEGIN META SECTION - XR Soft Occlusions, Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePassRendering.cpp","390","	// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePassRendering.cpp","538","// BEGIN META SECTION - LightGrid LightDataUBO"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePassRendering.cpp","555","	// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePassRendering.h","32","// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePassRendering.h","43","	// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePassRendering.h","64","	// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePassRendering.h","106","// BEGIN META SECTION - LightGrid LightDataUBO"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePassRendering.h","291","		// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePassRendering.h","310","	// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePassRendering.h","373","		// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePassRendering.h","376","		// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePassRendering.h","392","// BEGIN META SECTION - XR Soft Occlusions, Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePassRendering.h","405","		// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePassRendering.h","430","		// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePassRendering.h","468","		// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePassRendering.h","502","		// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePassRendering.h","519","		// BEGIN META SECTION - LightGrid LightDataUBO"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileBasePassRendering.h","574","		// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileDecalRendering.cpp","71","		// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileDecalRendering.cpp","97","		// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileDecalRendering.cpp","106","			// BEGIN META SECTION - Decal Rendering VS Compute Reduction"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileDecalRendering.cpp","150","			// BEGIN META SECTION - Decal Rendering VS Compute Reduction"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileShadingRenderer.cpp","229","	// BEGIN META SECTION - LightGrid LightDataUBO"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileShadingRenderer.cpp","327","	// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileShadingRenderer.cpp","619","		// BEGIN META SECTION - SceneDepth capture fix"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileShadingRenderer.cpp","792","	// BEGIN META SECTION - Software Occlusion"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileShadingRenderer.cpp","1070","	// BEGIN META SECTION - PORT PICO LateLatching"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileShadingRenderer.cpp","1265","			// BEGIN META SECTION - Bound Uniform Local Lights"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileShadingRenderer.cpp","1596","					// BEGIN META SECTION - HDR FDM"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileShadingRenderer.cpp","1617","								// BEGIN META SECTION - Tonemap Subpass Depth shader resolve"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileShadingRenderer.cpp","1724","// BEGIN META SECTION - OpenXR AppSpaceWarp"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileShadingRenderer.cpp","1735","// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileShadingRenderer.cpp","1828","	// BEGIN META SECTION - HDR FDM"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileShadingRenderer.cpp","1848","		// BEGIN META SECTION - OpenXR AppSpaceWarp"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileShadingRenderer.cpp","1874","		// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileShadingRenderer.cpp","1905","		// BEGIN META SECTION - LightGrid LightDataUBO"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileShadingRenderer.cpp","1917","		// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileShadingRenderer.cpp","1971","	// BEGIN META SECTION - PORT PICO LateLatching"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileShadingRenderer.cpp","1986","		// BEGIN META SECTION - PORT PICO LateLatching"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileShadingRenderer.cpp","2041","			// BEGIN META SECTION - Tonemap Subpass Depth shader resolve"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileShadingRenderer.cpp","2157","	// BEGIN META SECTION - LightGrid LightDataUBO"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileShadingRenderer.cpp","2345","	// BEGIN META SECTION - Mobile Deferred Multiview"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileShadingRenderer.cpp","2352","	// BEGIN META SECTION - HDR FDM"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileShadingRenderer.cpp","2384","		// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileShadingRenderer.cpp","2443","		// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileShadingRenderer.cpp","2530","		// BEGIN META SECTION - XR Soft Occlusions"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileShadingRenderer.cpp","2777","		// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileShadingRenderer.cpp","2918","// BEGIN META SECTION - PORT PICO LateLatching"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileShadingRenderer.cpp","3096","// BEGIN META SECTION - PORT PICO LateLatching"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/MobileTranslucentRendering.cpp","20","		// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessCompositeDebugPrimitives.cpp","35","	// BEGIN META SECTION - Debug Primitive Multiview Rendering"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessCompositeDebugPrimitives.cpp","70","	// BEGIN META SECTION - Debug Primitive Multiview Rendering"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessCompositeDebugPrimitives.cpp","80","		// BEGIN META SECTION - Multi-View Per View Viewports"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessCompositePrimitivesCommon.cpp","40","// BEGIN META SECTION - Debug Primitive Multiview Rendering"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessCompositePrimitivesCommon.cpp","313","	// BEGIN META SECTION - Debug Primitive Multiview Rendering"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessCompositePrimitivesCommon.h","81","// BEGIN META SECTION - Debug Primitive Multiview Rendering"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessing.cpp","2722","			// BEGIN META SECTION - HDR FDM"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessing.cpp","2976","			// BEGIN META SECTION - HDR FDM"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessing.cpp","3141","			// BEGIN META SECTION - HDR FDM"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessing.h","59","	// BEGIN META SECTION - HDR FDM"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessMobile.cpp","176","// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessMobile.cpp","356","	// BEGIN META SECTION - ViewAspects"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessMobile.cpp","360","	// BEGIN META SECTION - Mobile HDR FDM"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessMobile.cpp","383","		// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessMobile.cpp","509","	// BEGIN META SECTION - ViewAspects"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessMobile.cpp","526","		// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessMobile.cpp","641","	// BEGIN META SECTION - ViewAspects"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessMobile.cpp","663","		// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessMobile.cpp","933","		// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessMobile.cpp","1045","		// BEGIN META SECTION - Multi-View Per View Viewports / Render Areas"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessMobile.cpp","1209","	// BEGIN META SECTION - ViewAspects"
"BEGIN META SECTION","Engine/Source/Runtime/Renderer/Private/PostProcess/PostProcessMobile.cpp","1225","	// BEGIN META SECTION - Mobile HDR FDM"
